painting_name,shape_reference,generator_prompt,negative_prompt,prompt_package
Gesture as a brush 2026-03-14 09-57-01,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.83 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.83 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-57-34,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.22 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.22 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-58-08,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, varied brush directions, curving brush movement, rhythmic repetition inspired by 1.05 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, varied brush directions, curving brush movement, rhythmic repetition inspired by 1.05 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-58-39,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.73 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.73 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-59-08,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.37 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.37 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 09-59-40,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.24 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.24 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 10-00-12,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.75 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.75 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 10-00-41,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.12 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.12 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 10-01-15,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.14 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.14 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 10-01-45,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.07 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.07 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 10-02-32,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.74 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.74 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 10-03-01,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.64 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.64 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 10-03-27,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.22 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 0.22 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 10-03-57,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.15 Hz, layered repeating patterns","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition inspired by 1.15 Hz, layered repeating patterns

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
Gesture as a brush 2026-03-14 10-04-31,star,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.19 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.19 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
1 Gesture as a brush 2026-03-14 10-07-19,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.98 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.98 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
10 Gesture as a brush 2026-03-14 10-13-37,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
11 Gesture as a brush 2026-03-14 10-14-09,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.72 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.72 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
12 Gesture as a brush 2026-03-14 10-14-44,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.59 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.59 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
13 Gesture as a brush 2026-03-14 10-15-18,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
14 Gesture as a brush 2026-03-14 10-15-53,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.85 Hz, some repeated motifs","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.85 Hz, some repeated motifs

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
15 Gesture as a brush 2026-03-14 10-17-03,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
2 Gesture as a brush 2026-03-14 10-08-58,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
3 Gesture as a brush 2026-03-14 10-09-51,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
4 Gesture as a brush 2026-03-14 10-10-26,test,"abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration","PROMPT:
abstract expressionist acrylic painting on canvas, visible brush strokes, rich acrylic paint texture, expressive abstract composition, painterly style, bold saturated colors, heavy impasto paint, high contrast, energetic brush strokes, fragmented brush strokes, sharp broken edges, subtle paint splatter, fragmented painterly style brushwork, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution

NEGATIVE PROMPT:
photorealistic, realistic, portrait, face, faces, people, human figure, object, objects, text, typography, letters, watermark, logo, 3d render, cartoon, anime, low resolution, blurry, flat digital illustration"
